82838822,555-8015,555-5399,26/07/2024 17:05:00,9,0.09,internacional
24739536,555-2788,555-1131,26/07/2024 09:25:00,21,0.12,local
79180314,555-8636,555-5728,26/07/2024 11:52:00,23,0.12,local
20834918,555-4115,555-5155,26/07/2024 16:48:00,6,0.06,internacional
53641973,555-5492,555-3484,26/07/2024 14:07:00,25,0.09,local
63592276,555-2480,555-5397,26/07/2024 16:05:00,17,0.09,internacional
63371061,555-9138,555-4531,26/07/2024 13:25:00,12,0.11,nacional
53011956,555-8103,555-1296,26/07/2024 13:44:00,2,0.12,internacional
38221656,555-4678,555-8529,26/07/2024 09:52:00,9,0.07,local
79717018,555-3309,555-7185,26/07/2024 13:38:00,21,0.06,internacional
63371061,555-9036,555-8072,26/07/2024 17:09:00,16,0.14,local
32082845,555-8280,555-2794,26/07/2024 14:39:00,2,0.12,nacional
64704427,555-9307,555-4632,26/07/2024 09:18:00,21,0.06,nacional
43747076,555-5098,555-5330,26/07/2024 12:11:00,19,0.12,internacional
61953522,555-9812,555-1790,26/07/2024 12:28:00,4,0.09,local
38821174,555-3328,555-7831,26/07/2024 12:09:00,30,0.06,nacional
64704427,555-2014,555-3163,26/07/2024 12:29:00,15,0.15,local
56848119,555-5230,555-2186,26/07/2024 10:30:00,8,0.05,nacional
82264709,555-2643,555-6718,26/07/2024 15:24:00,25,0.05,local
25511404,555-1897,555-7704,26/07/2024 16:08:00,13,0.13,internacional
51183525,555-2139,555-9065,26/07/2024 17:08:00,16,0.1,nacional
79766869,555-8505,555-5834,26/07/2024 16:16:00,12,0.1,internacional
32473362,555-4587,555-4037,26/07/2024 10:23:00,19,0.14,internacional
61061519,555-8153,555-8622,26/07/2024 15:02:00,3,0.12,internacional
32082845,555-6235,555-5832,26/07/2024 12:08:00,1,0.06,local
82838822,555-4115,555-3666,26/07/2024 08:05:00,6,0.1,local
32082845,555-4758,555-2973,26/07/2024 14:41:00,5,0.08,nacional
79948202,555-6285,555-6268,26/07/2024 17:47:00,6,0.09,internacional
52793307,555-4391,555-7905,26/07/2024 14:58:00,15,0.08,nacional
33881538,555-4342,555-6842,26/07/2024 15:53:00,4,0.15,internacional
64627708,555-4008,555-1885,26/07/2024 12:15:00,12,0.08,internacional
85352069,555-8944,555-1130,26/07/2024 09:31:00,25,0.13,internacional
48302858,555-5769,555-2070,26/07/2024 17:50:00,26,0.15,internacional
51183525,555-1538,555-1418,26/07/2024 17:38:00,23,0.08,local
35627929,555-8505,555-3894,26/07/2024 09:57:00,7,0.06,local
89544947,555-5127,555-2572,26/07/2024 17:18:00,12,0.09,internacional
98265501,555-1698,555-6663,26/07/2024 14:26:00,21,0.08,nacional
46561052,555-9866,555-7280,26/07/2024 09:37:00,16,0.08,internacional
98265501,555-1218,555-6565,26/07/2024 17:53:00,2,0.07,internacional
49578828,555-3271,555-4239,26/07/2024 16:47:00,30,0.14,internacional
29411411,555-9666,555-7580,26/07/2024 13:15:00,18,0.05,internacional
70962837,555-9885,555-5060,26/07/2024 15:56:00,22,0.08,internacional
82264709,555-6268,555-4923,26/07/2024 14:15:00,9,0.14,internacional
89896299,555-2834,555-6904,26/07/2024 17:45:00,18,0.08,local
82264709,555-5209,555-9086,26/07/2024 08:23:00,9,0.09,nacional
32082845,555-9047,555-7749,26/07/2024 11:48:00,7,0.1,internacional
24843354,555-4885,555-3954,26/07/2024 11:22:00,22,0.1,local
32473362,555-6662,555-9978,26/07/2024 08:08:00,9,0.07,internacional
79791358,555-1781,555-6743,26/07/2024 15:21:00,23,0.09,nacional
48302858,555-6415,555-2968,26/07/2024 16:24:00,15,0.07,internacional
63008944,555-9999,555-4422,26/07/2024 14:40:00,18,0.1,nacional
29135500,555-1158,555-9017,26/07/2024 08:24:00,24,0.07,local
56848119,555-9487,555-8391,26/07/2024 13:33:00,2,0.1,nacional
24843354,555-1379,555-2002,26/07/2024 09:17:00,7,0.07,internacional
29411411,555-5563,555-5736,26/07/2024 17:04:00,6,0.1,local
30605388,555-6676,555-7911,26/07/2024 17:24:00,22,0.11,nacional
95889853,555-2969,555-3124,26/07/2024 12:34:00,16,0.07,nacional
51534085,555-9930,555-8442,26/07/2024 11:45:00,12,0.15,nacional
79766869,555-7192,555-3518,26/07/2024 08:49:00,11,0.14,local
55282004,555-7004,555-6153,26/07/2024 15:05:00,7,0.15,local
89544947,555-3453,555-2888,26/07/2024 08:19:00,10,0.09,nacional
69603854,555-8543,555-6041,26/07/2024 16:55:00,3,0.06,local
29752906,555-2008,555-1397,26/07/2024 09:59:00,7,0.12,nacional
88824510,555-3087,555-3787,26/07/2024 13:35:00,28,0.08,internacional
49720673,555-3705,555-3727,26/07/2024 10:42:00,18,0.09,internacional
61061519,555-7463,555-4137,26/07/2024 10:49:00,30,0.06,local
46561052,555-2593,555-1134,26/07/2024 08:21:00,28,0.11,internacional
61953522,555-8474,555-3960,26/07/2024 08:13:00,25,0.08,local
82559507,555-7073,555-6549,26/07/2024 12:36:00,21,0.15,local
29135500,555-2236,555-3356,26/07/2024 13:47:00,5,0.08,local
55282004,555-4040,555-4469,26/07/2024 16:49:00,11,0.13,nacional
81919927,555-5317,555-1636,26/07/2024 14:41:00,3,0.07,local
52547421,555-8967,555-7246,26/07/2024 13:28:00,22,0.07,internacional
32082845,555-8372,555-6214,26/07/2024 15:48:00,23,0.05,internacional
46742672,555-2026,555-4755,26/07/2024 09:56:00,29,0.11,internacional
76760638,555-6068,555-3300,26/07/2024 14:27:00,29,0.08,nacional
79791358,555-8860,555-7682,26/07/2024 11:23:00,9,0.13,internacional
13047394,555-1194,555-6997,26/07/2024 10:18:00,29,0.07,local
38221656,555-6572,555-3203,26/07/2024 14:32:00,12,0.13,local
93916972,555-2584,555-2034,26/07/2024 15:19:00,24,0.14,local
84762436,555-3272,555-2045,26/07/2024 14:11:00,5,0.14,internacional
30526956,555-8418,555-3049,26/07/2024 14:40:00,15,0.14,nacional
89896299,555-5538,555-3975,26/07/2024 13:51:00,30,0.15,nacional
61061519,555-6842,555-1719,26/07/2024 08:04:00,2,0.09,internacional
61061519,555-3730,555-4842,26/07/2024 13:12:00,16,0.08,local
61736447,555-6444,555-5603,26/07/2024 08:20:00,14,0.1,local
61953522,555-8475,555-3096,26/07/2024 14:47:00,26,0.09,nacional
24843354,555-2258,555-5301,26/07/2024 12:02:00,19,0.08,local
59083689,555-5722,555-1819,26/07/2024 17:28:00,6,0.06,local
61736447,555-5199,555-4623,26/07/2024 10:50:00,14,0.13,local
88623907,555-9827,555-4313,26/07/2024 17:19:00,10,0.1,local
29891938,555-9932,555-4077,26/07/2024 13:04:00,17,0.05,internacional
55282004,555-9415,555-3270,26/07/2024 15:08:00,6,0.12,local
50681517,555-3073,555-5969,26/07/2024 14:40:00,3,0.11,nacional
60192087,555-9792,555-3488,26/07/2024 16:34:00,16,0.12,local
86513435,555-5007,555-7116,26/07/2024 09:56:00,25,0.06,local
81919927,555-8437,555-9728,26/07/2024 16:11:00,18,0.15,internacional
83594175,555-6350,555-1442,26/07/2024 17:15:00,24,0.1,internacional
78643386,555-8334,555-2517,26/07/2024 15:23:00,11,0.08,internacional
64704427,555-7184,555-2327,26/07/2024 15:14:00,15,0.09,internacional
83594175,555-7670,555-3933,26/07/2024 13:16:00,13,0.1,internacional
67452363,555-6528,555-9358,26/07/2024 15:21:00,16,0.06,local
32473362,555-2040,555-4635,26/07/2024 16:30:00,1,0.13,local
56181743,555-4826,555-6954,26/07/2024 08:12:00,13,0.09,internacional
65606602,555-6243,555-9189,26/07/2024 11:02:00,16,0.14,nacional
79766869,555-6374,555-5012,26/07/2024 13:54:00,20,0.11,local
61953522,555-5333,555-7983,26/07/2024 13:53:00,8,0.06,local
15750741,555-8265,555-9209,26/07/2024 08:37:00,13,0.11,nacional
70698019,555-8380,555-1580,26/07/2024 13:07:00,23,0.15,local
91912775,555-7104,555-8039,26/07/2024 08:06:00,10,0.05,local
20834918,555-2819,555-8723,26/07/2024 12:09:00,24,0.14,internacional
79791358,555-5014,555-3496,26/07/2024 09:43:00,28,0.13,nacional
38821174,555-8142,555-7225,26/07/2024 17:13:00,22,0.07,local
37654752,555-3509,555-2022,26/07/2024 16:29:00,7,0.09,internacional
66939072,555-1959,555-6601,26/07/2024 11:04:00,4,0.08,nacional
48302858,555-7071,555-3045,26/07/2024 12:27:00,12,0.07,local
86513435,555-4903,555-9541,26/07/2024 17:48:00,11,0.11,local
50681517,555-1610,555-2802,26/07/2024 10:39:00,4,0.14,internacional
48302858,555-7739,555-7140,26/07/2024 16:37:00,15,0.13,nacional
44898788,555-6919,555-7830,26/07/2024 15:36:00,17,0.08,local
62341919,555-4243,555-5125,26/07/2024 12:08:00,3,0.13,nacional
49720673,555-8822,555-5132,26/07/2024 11:24:00,20,0.11,nacional
55367692,555-8192,555-3300,26/07/2024 08:08:00,21,0.14,internacional
97986347,555-4755,555-6148,26/07/2024 15:26:00,9,0.08,internacional
37654752,555-6834,555-6277,26/07/2024 16:39:00,21,0.11,internacional
12718835,555-1080,555-5319,26/07/2024 11:57:00,4,0.07,local
85352069,555-9370,555-6282,26/07/2024 17:01:00,17,0.09,nacional
63371061,555-4489,555-5974,26/07/2024 15:55:00,8,0.07,nacional
79180314,555-6680,555-4692,26/07/2024 14:52:00,29,0.11,local
87887062,555-3440,555-5781,26/07/2024 16:27:00,27,0.08,local
79478302,555-4843,555-4251,26/07/2024 12:36:00,14,0.14,nacional
46742672,555-7567,555-7185,26/07/2024 17:45:00,29,0.13,nacional
79180314,555-5056,555-9733,26/07/2024 14:21:00,13,0.09,local
15750741,555-9253,555-6857,26/07/2024 15:33:00,29,0.06,local
75278041,555-5725,555-9139,26/07/2024 16:48:00,21,0.12,nacional
19784644,555-6558,555-4170,26/07/2024 09:53:00,21,0.11,local
66135390,555-3443,555-7622,26/07/2024 14:43:00,18,0.13,nacional
79717018,555-2473,555-3859,26/07/2024 12:00:00,30,0.15,nacional
66135390,555-1670,555-2609,26/07/2024 08:12:00,12,0.06,local
51183525,555-1107,555-6088,26/07/2024 12:11:00,1,0.06,nacional
88824510,555-1652,555-5320,26/07/2024 09:58:00,15,0.12,local
37959375,555-9522,555-9728,26/07/2024 13:50:00,5,0.12,local
55282004,555-8514,555-2181,26/07/2024 10:08:00,30,0.06,local
64704427,555-7946,555-8222,26/07/2024 09:17:00,1,0.14,internacional
29135500,555-9974,555-8504,26/07/2024 13:39:00,11,0.13,internacional
48408810,555-7780,555-6068,26/07/2024 17:00:00,27,0.09,internacional
42835166,555-8628,555-1019,26/07/2024 16:56:00,11,0.1,nacional
42835166,555-9873,555-3858,26/07/2024 08:24:00,7,0.09,internacional
30526956,555-8820,555-5011,26/07/2024 15:38:00,11,0.08,internacional
70962837,555-5333,555-4631,26/07/2024 10:21:00,30,0.15,nacional
10175981,555-4666,555-8244,26/07/2024 17:54:00,7,0.07,internacional
82264709,555-7550,555-5502,26/07/2024 14:56:00,3,0.05,internacional
32473362,555-1152,555-4071,26/07/2024 15:00:00,25,0.06,internacional
13047394,555-1991,555-4337,26/07/2024 16:49:00,1,0.13,internacional
73060290,555-9102,555-9732,26/07/2024 13:54:00,1,0.07,internacional
28555130,555-9671,555-7114,26/07/2024 16:39:00,29,0.14,local
10175981,555-3007,555-4771,26/07/2024 16:25:00,22,0.14,local
66135390,555-9057,555-3253,26/07/2024 14:53:00,10,0.15,nacional
98265501,555-2395,555-6876,26/07/2024 09:40:00,17,0.13,internacional
63371061,555-5473,555-8333,26/07/2024 12:35:00,16,0.14,nacional
55367692,555-5007,555-1794,26/07/2024 13:51:00,15,0.06,local
98265501,555-7822,555-4201,26/07/2024 08:46:00,3,0.1,local
55282004,555-8171,555-4497,26/07/2024 12:49:00,12,0.15,internacional
83235579,555-6290,555-7002,26/07/2024 11:29:00,24,0.09,local
38221656,555-8484,555-2928,26/07/2024 09:22:00,22,0.06,local
63592276,555-6623,555-2059,26/07/2024 12:50:00,24,0.09,nacional
83594175,555-6411,555-6357,26/07/2024 08:11:00,27,0.12,internacional
55282004,555-5822,555-6838,26/07/2024 17:50:00,18,0.06,nacional
85352069,555-5204,555-9548,26/07/2024 08:02:00,23,0.11,internacional
44898788,555-4417,555-6906,26/07/2024 16:53:00,8,0.05,nacional
91912775,555-5668,555-2130,26/07/2024 14:30:00,7,0.09,local
82559507,555-7218,555-2841,26/07/2024 09:28:00,6,0.13,nacional
29891938,555-8029,555-9223,26/07/2024 14:25:00,4,0.13,internacional
53641973,555-4444,555-5422,26/07/2024 09:38:00,18,0.08,nacional
62341919,555-8965,555-3694,26/07/2024 13:17:00,9,0.07,local
88824510,555-5261,555-7141,26/07/2024 08:59:00,19,0.07,internacional
35627929,555-5280,555-7309,26/07/2024 08:21:00,1,0.1,nacional
44898788,555-5608,555-7421,26/07/2024 16:10:00,17,0.14,local
79717018,555-9607,555-3094,26/07/2024 08:36:00,3,0.13,local
62341919,555-3936,555-2211,26/07/2024 11:14:00,20,0.05,internacional
86513435,555-6175,555-5784,26/07/2024 10:04:00,30,0.12,local
38221656,555-9857,555-5611,26/07/2024 16:34:00,14,0.08,local
81919927,555-1805,555-7295,26/07/2024 17:50:00,12,0.06,local
60192087,555-8550,555-4415,26/07/2024 15:41:00,18,0.09,local
79180314,555-6904,555-6566,26/07/2024 16:24:00,16,0.08,nacional
75278041,555-3604,555-3264,26/07/2024 16:00:00,29,0.14,nacional
55367692,555-8352,555-8737,26/07/2024 13:36:00,16,0.14,local
59083689,555-3636,555-2023,26/07/2024 10:10:00,21,0.07,local
52793307,555-5184,555-4654,26/07/2024 15:20:00,21,0.11,internacional
61736447,555-3027,555-2369,26/07/2024 17:53:00,17,0.12,local
42835166,555-6676,555-8780,26/07/2024 12:36:00,10,0.1,nacional
51534085,555-3383,555-6254,26/07/2024 13:33:00,6,0.13,internacional
59083689,555-5434,555-8490,26/07/2024 15:37:00,26,0.09,internacional
38821174,555-1457,555-1798,26/07/2024 15:42:00,8,0.14,internacional
43747076,555-8246,555-4633,26/07/2024 08:10:00,18,0.11,internacional
76760638,555-1765,555-2645,26/07/2024 16:36:00,10,0.14,nacional
55367692,555-4599,555-3414,26/07/2024 15:02:00,23,0.13,local
62682691,555-8110,555-5705,26/07/2024 15:18:00,29,0.15,internacional
29752906,555-2305,555-4603,26/07/2024 11:28:00,12,0.13,internacional
10175981,555-5661,555-5487,26/07/2024 15:51:00,16,0.1,nacional
83235579,555-2195,555-1834,26/07/2024 17:10:00,2,0.06,nacional
24739536,555-1705,555-9663,26/07/2024 16:19:00,4,0.15,local
19481746,555-3681,555-6949,26/07/2024 08:25:00,9,0.13,internacional
52793307,555-6043,555-1181,26/07/2024 14:00:00,12,0.08,internacional
95889853,555-1951,555-9524,26/07/2024 11:18:00,28,0.13,nacional
49578828,555-9955,555-1682,26/07/2024 09:50:00,8,0.05,local
82264709,555-5009,555-1019,26/07/2024 13:36:00,19,0.1,nacional
35627929,555-7080,555-5795,26/07/2024 14:54:00,1,0.11,nacional
15750741,555-4607,555-3262,26/07/2024 15:28:00,22,0.05,nacional
38821174,555-9939,555-8522,26/07/2024 16:14:00,18,0.15,local
15750741,555-5982,555-3839,26/07/2024 12:47:00,8,0.08,nacional
24739536,555-8287,555-7515,26/07/2024 16:31:00,21,0.12,internacional
48302858,555-8198,555-3032,26/07/2024 14:30:00,6,0.14,internacional
48408810,555-8103,555-3184,26/07/2024 13:26:00,3,0.15,local
63008944,555-8988,555-4401,26/07/2024 08:44:00,22,0.09,nacional
32082845,555-5540,555-8869,26/07/2024 10:23:00,1,0.13,local
44898788,555-4801,555-6203,26/07/2024 17:12:00,20,0.08,internacional
62341919,555-7711,555-9609,26/07/2024 13:40:00,5,0.05,nacional
12718835,555-7449,555-1529,26/07/2024 11:27:00,14,0.1,local
79766869,555-3789,555-2030,26/07/2024 09:54:00,24,0.13,internacional
55282004,555-1780,555-2888,26/07/2024 13:31:00,11,0.07,nacional
13047394,555-8429,555-1566,26/07/2024 10:05:00,23,0.08,nacional
49720673,555-9080,555-9056,26/07/2024 09:45:00,27,0.14,local
32473362,555-9223,555-1918,26/07/2024 08:25:00,30,0.1,local
75278041,555-6598,555-9736,26/07/2024 16:37:00,29,0.14,nacional
29752906,555-6492,555-8535,26/07/2024 16:54:00,29,0.11,internacional
48302858,555-8485,555-7263,26/07/2024 11:54:00,15,0.14,nacional
56181743,555-6210,555-1515,26/07/2024 09:21:00,6,0.1,nacional
29752906,555-4437,555-1971,26/07/2024 13:52:00,18,0.09,local
70962837,555-9693,555-9311,26/07/2024 12:06:00,6,0.12,nacional
29752906,555-4784,555-8464,26/07/2024 15:46:00,23,0.09,internacional
44620246,555-2158,555-9165,26/07/2024 13:34:00,10,0.07,local
91912775,555-7545,555-5447,26/07/2024 14:07:00,3,0.08,nacional
48302858,555-6230,555-8754,26/07/2024 16:47:00,28,0.08,internacional
16083975,555-3405,555-1668,26/07/2024 08:59:00,24,0.12,nacional
63008944,555-5664,555-7061,26/07/2024 15:26:00,14,0.11,internacional
67452363,555-6044,555-2348,26/07/2024 15:32:00,14,0.06,internacional
70698019,555-5942,555-2932,26/07/2024 16:17:00,30,0.09,nacional
43747076,555-8151,555-1359,26/07/2024 12:09:00,30,0.12,local
83235579,555-2029,555-1433,26/07/2024 17:21:00,10,0.1,internacional
83235579,555-1369,555-4102,26/07/2024 17:52:00,20,0.14,local
61736447,555-8360,555-5056,26/07/2024 11:06:00,26,0.05,local
56848119,555-5556,555-2006,26/07/2024 17:15:00,1,0.11,nacional
83235579,555-2856,555-6029,26/07/2024 08:43:00,17,0.1,internacional
55282004,555-1213,555-5507,26/07/2024 15:42:00,14,0.1,local
56848119,555-8852,555-6575,26/07/2024 17:35:00,12,0.13,internacional
79948202,555-8151,555-7421,26/07/2024 12:15:00,28,0.1,internacional
63371061,555-3414,555-7503,26/07/2024 13:36:00,5,0.06,local
52793307,555-5000,555-7176,26/07/2024 08:08:00,29,0.14,local
88824510,555-2427,555-4392,26/07/2024 09:48:00,24,0.15,local
32473362,555-4313,555-4403,26/07/2024 17:48:00,13,0.09,internacional
73060290,555-3230,555-7556,26/07/2024 09:57:00,24,0.13,nacional
63008944,555-9700,555-4296,26/07/2024 14:00:00,20,0.11,local
66135390,555-9507,555-8325,26/07/2024 09:45:00,9,0.14,local
93916972,555-5538,555-3565,26/07/2024 08:59:00,1,0.06,nacional
79791358,555-6157,555-1847,26/07/2024 11:44:00,21,0.13,internacional
85352069,555-7807,555-1336,26/07/2024 09:05:00,30,0.07,local
83594175,555-5684,555-4631,26/07/2024 11:20:00,8,0.12,internacional
37654752,555-3618,555-1759,26/07/2024 14:35:00,25,0.15,nacional
38821174,555-4675,555-2015,26/07/2024 12:10:00,7,0.09,local
46742672,555-3743,555-5164,26/07/2024 10:18:00,17,0.09,local
75278041,555-9410,555-2023,26/07/2024 14:43:00,14,0.12,local
37654752,555-7186,555-5728,26/07/2024 15:00:00,9,0.06,internacional
53011956,555-9090,555-9787,26/07/2024 15:53:00,21,0.08,local
66135390,555-3621,555-9997,26/07/2024 14:27:00,14,0.07,local
86513435,555-9673,555-3376,26/07/2024 09:12:00,17,0.07,nacional
38821174,555-7138,555-9097,26/07/2024 13:56:00,23,0.09,local
79478302,555-3247,555-9879,26/07/2024 11:32:00,11,0.09,local
12718835,555-5335,555-1411,26/07/2024 14:01:00,6,0.13,local
86513435,555-3404,555-9169,26/07/2024 10:01:00,10,0.12,internacional
85352069,555-8959,555-4932,26/07/2024 15:16:00,19,0.06,internacional
12718835,555-5654,555-2789,26/07/2024 09:20:00,13,0.13,local
53641973,555-8628,555-9916,26/07/2024 12:42:00,3,0.05,internacional
15750741,555-3392,555-9270,26/07/2024 14:21:00,7,0.11,local
64704427,555-2155,555-1556,26/07/2024 08:55:00,3,0.14,internacional
39215349,555-1382,555-5957,26/07/2024 17:46:00,17,0.12,nacional
82838822,555-5405,555-5754,26/07/2024 14:23:00,6,0.1,nacional
30526956,555-5058,555-3306,26/07/2024 13:35:00,1,0.1,nacional
37959375,555-2667,555-1132,26/07/2024 17:37:00,29,0.08,internacional
39215349,555-4638,555-4555,26/07/2024 15:12:00,5,0.07,local
63371061,555-7048,555-5927,26/07/2024 08:42:00,30,0.14,local
28555130,555-6828,555-5104,26/07/2024 12:12:00,24,0.05,nacional
48302858,555-2964,555-9320,26/07/2024 11:40:00,4,0.13,internacional
56848119,555-1924,555-5676,26/07/2024 11:32:00,19,0.07,internacional
88623907,555-3153,555-4282,26/07/2024 16:54:00,26,0.13,nacional
69603854,555-2573,555-3991,26/07/2024 14:15:00,8,0.06,local
24843354,555-3003,555-5369,26/07/2024 17:47:00,15,0.09,local
91912775,555-9938,555-4511,26/07/2024 13:11:00,27,0.12,internacional
61953522,555-3288,555-4605,26/07/2024 16:16:00,24,0.09,internacional
61061519,555-2446,555-1490,26/07/2024 09:56:00,15,0.12,local
32473362,555-4315,555-8102,26/07/2024 17:00:00,12,0.1,local
25511404,555-9185,555-3504,26/07/2024 16:45:00,10,0.08,nacional
10175981,555-4129,555-3230,26/07/2024 08:49:00,29,0.12,local
83235579,555-5934,555-3780,26/07/2024 12:08:00,4,0.1,local
73060290,555-5717,555-4395,26/07/2024 15:53:00,15,0.12,local
52547421,555-2248,555-9659,26/07/2024 15:49:00,20,0.12,local
93916972,555-9956,555-2510,26/07/2024 14:36:00,1,0.08,nacional
83594175,555-3598,555-4611,26/07/2024 10:46:00,20,0.08,local
37959375,555-1475,555-4858,26/07/2024 12:22:00,27,0.06,local
29135500,555-7619,555-3898,26/07/2024 15:44:00,1,0.08,nacional
79791358,555-1224,555-5329,26/07/2024 12:13:00,29,0.11,nacional
67452363,555-5703,555-9015,26/07/2024 08:48:00,2,0.06,local
84762436,555-1446,555-4139,26/07/2024 13:36:00,6,0.08,local
83594175,555-2916,555-2107,26/07/2024 14:33:00,11,0.09,local
91912775,555-5470,555-3265,26/07/2024 15:44:00,28,0.06,nacional
16083975,555-9846,555-2114,26/07/2024 10:14:00,16,0.12,nacional
24739536,555-3896,555-8827,26/07/2024 15:43:00,18,0.15,nacional
37959375,555-3232,555-8016,26/07/2024 11:57:00,13,0.07,nacional
25193448,555-1455,555-4471,26/07/2024 16:33:00,22,0.09,nacional
16083975,555-9309,555-1523,26/07/2024 16:00:00,13,0.11,nacional
69603854,555-8201,555-9691,26/07/2024 10:11:00,14,0.12,local
79791358,555-1651,555-3408,26/07/2024 12:19:00,2,0.11,nacional
98265501,555-8962,555-1031,26/07/2024 10:55:00,6,0.11,local
48408810,555-5664,555-5709,26/07/2024 17:15:00,26,0.08,local
78643386,555-3163,555-6920,26/07/2024 15:40:00,29,0.1,nacional
30605388,555-1177,555-7793,26/07/2024 11:40:00,9,0.15,local
82838822,555-6287,555-3500,26/07/2024 17:31:00,1,0.13,internacional
82264709,555-5914,555-5055,26/07/2024 14:52:00,15,0.07,local
53011956,555-1433,555-3097,26/07/2024 10:00:00,29,0.11,local
51534085,555-6093,555-3336,26/07/2024 15:09:00,29,0.1,internacional
66939072,555-2585,555-9076,26/07/2024 14:03:00,21,0.07,nacional
79717018,555-1364,555-6558,26/07/2024 08:24:00,27,0.13,internacional
38821174,555-8727,555-3897,26/07/2024 17:47:00,24,0.12,nacional
61736447,555-6671,555-1349,26/07/2024 13:12:00,19,0.12,internacional
93916972,555-9867,555-5691,26/07/2024 11:36:00,10,0.06,internacional
88623907,555-2416,555-1223,26/07/2024 09:08:00,29,0.12,local
38821174,555-7533,555-7991,26/07/2024 16:48:00,21,0.07,internacional
15750741,555-7989,555-6149,26/07/2024 13:40:00,25,0.11,internacional
82264709,555-6293,555-1707,26/07/2024 09:12:00,21,0.11,local
32082845,555-7966,555-5084,26/07/2024 10:37:00,20,0.1,nacional
62341919,555-7851,555-3976,26/07/2024 15:32:00,27,0.08,nacional
82559507,555-4294,555-2899,26/07/2024 13:54:00,20,0.14,nacional
66939072,555-3285,555-8033,26/07/2024 16:30:00,21,0.05,internacional
39215349,555-8180,555-6469,26/07/2024 13:18:00,20,0.11,nacional
25511404,555-8004,555-4950,26/07/2024 13:27:00,19,0.14,local
46742672,555-5121,555-1016,26/07/2024 15:13:00,25,0.11,internacional
49720673,555-6555,555-3781,26/07/2024 09:38:00,4,0.13,local
49578828,555-2068,555-1091,26/07/2024 16:02:00,28,0.1,internacional
